# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2017-01-18 14:03:14 EST       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 11169025 GUADALUPE R ABV HWY 101 A SAN JOSE CA
# -----------------------------------------------------------------------------------
#
# Data provided for site 11169025
#            TS   parameter     statistic     Description
#          8878       00060     00003     Discharge, cubic feet per second (Mean)
#          8879       80154     00003     Suspended sediment concentration, milligrams per liter (Mean)
#          8880       80155     00003     Suspended sediment discharge, short tons per day (Mean)
#          8881       00010     00011     Temperature, water, degrees Celsius (Instantaneous)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	8878_00060_00003	8878_00060_00003_cd	8879_80154_00003	8879_80154_00003_cd	8880_80155_00003	8880_80155_00003_cd	8881_00010_00011	8881_00010_00011_cd
USGS	11169025	2003-05-01	36	A	26	A	2.6	A	18.0	A
USGS	11169025	2003-05-02	101	A	46	A	22	A	17.0	A
USGS	11169025	2003-05-03	209	A	60	A	44	A	16.5	A
USGS	11169025	2003-05-04	65	A	40	A	7.4	A		
USGS	11169025	2003-05-05	41	A	35	A	3.9	A	15.0	A
USGS	11169025	2003-05-06	38	A	35	A	3.6	A		
USGS	11169025	2003-05-07	37	A	35	A	3.6	A	19.0	A
USGS	11169025	2003-05-08	39	A	38	A	4.0	A		
USGS	11169025	2003-05-09	38	A	41	A	4.2	A	16.0	A
USGS	11169025	2003-05-10	35	A	52	A	5.0	A		
USGS	11169025	2003-05-11	34	A	65	A	6.0	A	18.0	A
USGS	11169025	2003-05-12	35	A	64	A	6.0	A		
USGS	11169025	2003-05-13	35	A	62	A	5.9	A		
USGS	11169025	2003-05-14	36	A	59	A	5.7	A		
USGS	11169025	2003-05-15	40	A	57	A	6.1	A	17.0	A
USGS	11169025	2003-05-16	37	A	58	A	5.9	A		
USGS	11169025	2003-05-17	36	A	62	A	6.1	A	18.0	A
USGS	11169025	2003-05-18	34	A	67	A	6.3	A		
USGS	11169025	2003-05-19	33	A	73	A	6.6	A	22.0	A
USGS	11169025	2003-05-20	36	A	77	A	7.5	A		
USGS	11169025	2003-05-21	31	A	81	A	6.8	A		
USGS	11169025	2003-05-22	35	A	84	A	8.0	A		
USGS	11169025	2003-05-23	41	A	88	A	9.7	A	19.5	A
USGS	11169025	2003-05-24	49	A	91	A	12	A		
USGS	11169025	2003-05-25	40	A	82	A	8.7	A		
USGS	11169025	2003-05-26	36	A	70	A	6.8	A	21.5	A
USGS	11169025	2003-05-27	39	A	60	A	6.4	A		
USGS	11169025	2003-05-28	45	A	56	A	6.8	A		
USGS	11169025	2003-05-29	39	A	55	A	5.8	A	18.0	A
USGS	11169025	2003-05-30	36	A	49	A	4.7	A		
USGS	11169025	2003-05-31	34	A	42	A	3.8	A		
USGS	11169025	2003-06-01	34	A						
USGS	11169025	2003-06-02	35	A						
USGS	11169025	2003-06-03	33	A						
USGS	11169025	2003-06-04	32	A						
USGS	11169025	2003-06-05	32	A						
USGS	11169025	2003-06-06	32	A					20.5	A
USGS	11169025	2003-06-07	33	A						
USGS	11169025	2003-06-08	33	A						
USGS	11169025	2003-06-09	34	A						
USGS	11169025	2003-06-10	33	A						
USGS	11169025	2003-06-11	34	A						
USGS	11169025	2003-06-12	34	A						
USGS	11169025	2003-06-13	32	A						
USGS	11169025	2003-06-14	31	A						
USGS	11169025	2003-06-15	31	A						
USGS	11169025	2003-06-16	31	A						
USGS	11169025	2003-06-17	30	A						
USGS	11169025	2003-06-18	32	A						
USGS	11169025	2003-06-19	31	A						
USGS	11169025	2003-06-20	30	A						
USGS	11169025	2003-06-21	29	A						
USGS	11169025	2003-06-22	29	A						
USGS	11169025	2003-06-23	30	A						
USGS	11169025	2003-06-24	30	A						
USGS	11169025	2003-06-25	30	A						
USGS	11169025	2003-06-26	29	A						
USGS	11169025	2003-06-27	28	A						
USGS	11169025	2003-06-28	29	A						
USGS	11169025	2003-06-29	29	A						
USGS	11169025	2003-06-30	28	A						
USGS	11169025	2003-07-01	25	A					19.0	A
USGS	11169025	2003-07-02	26	A						
USGS	11169025	2003-07-03	26	A						
USGS	11169025	2003-07-04	25	A						
USGS	11169025	2003-07-05	25	A						
USGS	11169025	2003-07-06	25	A						
USGS	11169025	2003-07-07	25	A						
USGS	11169025	2003-07-08	25	A						
USGS	11169025	2003-07-09	29	A						
USGS	11169025	2003-07-10	30	A						
USGS	11169025	2003-07-11	27	A						
USGS	11169025	2003-07-12	25	A						
USGS	11169025	2003-07-13	24	A						
USGS	11169025	2003-07-14	24	A						
USGS	11169025	2003-07-15	24	A						
USGS	11169025	2003-07-16	26	A						
USGS	11169025	2003-07-17	24	A						
USGS	11169025	2003-07-18	24	A						
USGS	11169025	2003-07-19	25	A						
USGS	11169025	2003-07-20	25	A						
USGS	11169025	2003-07-21	25	A						
USGS	11169025	2003-07-22	23	A						
USGS	11169025	2003-07-23	23	A						
USGS	11169025	2003-07-24	23	A						
USGS	11169025	2003-07-25	24	A						
USGS	11169025	2003-07-26	24	A						
USGS	11169025	2003-07-27	24	A						
USGS	11169025	2003-07-28	25	A						
USGS	11169025	2003-07-29	24	A						
USGS	11169025	2003-07-30	24	A						
USGS	11169025	2003-07-31	25	A						
USGS	11169025	2003-08-01	24	A						
USGS	11169025	2003-08-02	24	A						
USGS	11169025	2003-08-03	24	A						
USGS	11169025	2003-08-04	24	A						
USGS	11169025	2003-08-05	24	A						
USGS	11169025	2003-08-06	23	A						
USGS	11169025	2003-08-07	23	A						
USGS	11169025	2003-08-08	23	A					20.0	A
USGS	11169025	2003-08-09	23	A						
USGS	11169025	2003-08-10	23	A						
USGS	11169025	2003-08-11	23	A						
USGS	11169025	2003-08-12	23	A						
USGS	11169025	2003-08-13	23	A						
USGS	11169025	2003-08-14	23	A						
USGS	11169025	2003-08-15	23	A						
USGS	11169025	2003-08-16	23	A						
USGS	11169025	2003-08-17	24	A						
USGS	11169025	2003-08-18	24	A						
USGS	11169025	2003-08-19	24	A						
USGS	11169025	2003-08-20	27	A						
USGS	11169025	2003-08-21	24	A						
USGS	11169025	2003-08-22	23	A						
USGS	11169025	2003-08-23	23	A						
USGS	11169025	2003-08-24	24	A						
USGS	11169025	2003-08-25	24	A						
USGS	11169025	2003-08-26	24	A						
USGS	11169025	2003-08-27	23	A						
USGS	11169025	2003-08-28	23	A						
USGS	11169025	2003-08-29	24	A						
USGS	11169025	2003-08-30	23	A						
USGS	11169025	2003-08-31	23	A						
USGS	11169025	2003-09-01	23	A						
USGS	11169025	2003-09-02	25	A					20.5	A
USGS	11169025	2003-09-03	25	A						
USGS	11169025	2003-09-04	24	A						
USGS	11169025	2003-09-05	23	A						
USGS	11169025	2003-09-06	23	A						
USGS	11169025	2003-09-07	24	A						
USGS	11169025	2003-09-08	24	A						
USGS	11169025	2003-09-09	23	A						
USGS	11169025	2003-09-10	24	A						
USGS	11169025	2003-09-11	24	A						
USGS	11169025	2003-09-12	24	A						
USGS	11169025	2003-09-13	24	A						
USGS	11169025	2003-09-14	23	A						
USGS	11169025	2003-09-15	23	A						
USGS	11169025	2003-09-16	25	A						
USGS	11169025	2003-09-17	25	A						
USGS	11169025	2003-09-18	25	A						
USGS	11169025	2003-09-19	25	A						
USGS	11169025	2003-09-20	25	A						
USGS	11169025	2003-09-21	25	A						
USGS	11169025	2003-09-22	25	A						
USGS	11169025	2003-09-23	26	A						
USGS	11169025	2003-09-24	26	A						
USGS	11169025	2003-09-25	25	A						
USGS	11169025	2003-09-26	26	A						
USGS	11169025	2003-09-27	25	A						
