# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2017-01-18 14:08:42 EST       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 11181040 SAN LORENZO C A SAN LORENZO CA
# -----------------------------------------------------------------------------------
#
# Data provided for site 11181040
#            TS   parameter     statistic     Description
#          9070       00060     00003     Discharge, cubic feet per second (Mean)
#          9071       00010     00003     Temperature, water, degrees Celsius (Mean)
#          9072       00010     00011     Temperature, water, degrees Celsius (Instantaneous)
#          9073       80154     00003     Suspended sediment concentration, milligrams per liter (Mean)
#          9074       80155     00003     Suspended sediment discharge, short tons per day (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	9070_00060_00003	9070_00060_00003_cd	9072_00010_00011	9072_00010_00011_cd	9073_80154_00003	9073_80154_00003_cd	9074_80155_00003	9074_80155_00003_cd
USGS	11181040	1999-03-11	40	A						
USGS	11181040	1999-03-12	38	A						
USGS	11181040	1999-03-13	37	A						
USGS	11181040	1999-03-14	63	A						
USGS	11181040	1999-03-15	64	A						
USGS	11181040	1999-03-16	47	A						
USGS	11181040	1999-03-17	39	A						
USGS	11181040	1999-03-18	35	A						
USGS	11181040	1999-03-19	43	A						
USGS	11181040	1999-03-20	40	A						
USGS	11181040	1999-03-21	36	A						
USGS	11181040	1999-03-22	34	A						
USGS	11181040	1999-03-23	41	A						
USGS	11181040	1999-03-24	35	A						
USGS	11181040	1999-03-25	72	A						
USGS	11181040	1999-03-26	43	A						
USGS	11181040	1999-03-27	34	A						
USGS	11181040	1999-03-28	31	A						
USGS	11181040	1999-03-29	30	A						
USGS	11181040	1999-03-30	29	A						
USGS	11181040	1999-03-31	34	A						
USGS	11181040	1999-04-01	29	A						
USGS	11181040	1999-04-02	28	A						
USGS	11181040	1999-04-03	28	A						
USGS	11181040	1999-04-04	28	A						
USGS	11181040	1999-04-05	87	A						
USGS	11181040	1999-04-06	41	A						
USGS	11181040	1999-04-07	26	A						
USGS	11181040	1999-04-08	138	A						
USGS	11181040	1999-04-09	40	A						
USGS	11181040	1999-04-10	37	A						
USGS	11181040	1999-04-11	90	A						
USGS	11181040	1999-04-12	39	A						
USGS	11181040	1999-04-13	33	A						
USGS	11181040	1999-04-14	31	A						
USGS	11181040	1999-04-15	29	A						
USGS	11181040	1999-04-16	29	A						
USGS	11181040	1999-04-17	28	A						
USGS	11181040	1999-04-18	27	A						
USGS	11181040	1999-04-19	27	A						
USGS	11181040	1999-04-20	27	A						
USGS	11181040	1999-04-21	27	A						
USGS	11181040	1999-04-22	26	A						
USGS	11181040	1999-04-23	26	A						
USGS	11181040	1999-04-24	25	A						
USGS	11181040	1999-04-25	24	A						
USGS	11181040	1999-04-26	23	A						
USGS	11181040	1999-04-27	23	A						
USGS	11181040	1999-04-28	23	A						
USGS	11181040	1999-04-29	22	A						
USGS	11181040	1999-04-30	22	A						
USGS	11181040	1999-05-01	21	A						
USGS	11181040	1999-05-02	20	A						
USGS	11181040	1999-05-03	21	A						
USGS	11181040	1999-05-04	20	A						
USGS	11181040	1999-05-05	18	A						
USGS	11181040	1999-05-06	18	A						
USGS	11181040	1999-05-07	17	A						
USGS	11181040	1999-05-08	17	A						
USGS	11181040	1999-05-09	16	A						
USGS	11181040	1999-05-10	16	A:e						
USGS	11181040	1999-05-11	15	A:e						
USGS	11181040	1999-05-12	14	A:e						
USGS	11181040	1999-05-13	14	A:e						
USGS	11181040	1999-05-14	13	A:e						
USGS	11181040	1999-05-15	12	A:e						
USGS	11181040	1999-05-16	12	A:e						
USGS	11181040	1999-05-17	14	A:e						
USGS	11181040	1999-05-18	13	A:e						
USGS	11181040	1999-05-19	14	A:e						
USGS	11181040	1999-05-20	12	A:e						
USGS	11181040	1999-05-21	12	A:e						
USGS	11181040	1999-05-22	11	A:e						
USGS	11181040	1999-05-23	10	A:e						
USGS	11181040	1999-05-24	11	A:e						
USGS	11181040	1999-05-25	11	A:e						
USGS	11181040	1999-05-26	11	A:e						
USGS	11181040	1999-05-27	12	A:e						
USGS	11181040	1999-05-28	12	A:e						
USGS	11181040	1999-05-29	13	A:e						
USGS	11181040	1999-05-30	13	A:e						
USGS	11181040	1999-05-31	12	A:e						
USGS	11181040	1999-06-01	11	A:e						
USGS	11181040	1999-06-02	11	A:e						
USGS	11181040	1999-06-03	11	A:e						
USGS	11181040	1999-06-04	10	A:e						
USGS	11181040	1999-06-05	10	A:e						
USGS	11181040	1999-06-06	10	A:e						
USGS	11181040	1999-06-07	10	A:e						
USGS	11181040	1999-06-08	10	A:e						
USGS	11181040	1999-06-09	10	A:e						
USGS	11181040	1999-06-10	9.8	A:e						
USGS	11181040	1999-06-11	9.4	A:e						
USGS	11181040	1999-06-12	9.2	A:e						
USGS	11181040	1999-06-13	8.5	A:e						
USGS	11181040	1999-06-14	7.4	A:e						
USGS	11181040	1999-06-15	6.7	A:e						
USGS	11181040	1999-06-16	6.9	A:e						
USGS	11181040	1999-06-17	6.7	A:e						
USGS	11181040	1999-06-18	6.9	A:e						
USGS	11181040	1999-06-19	6.6	A:e						
USGS	11181040	1999-06-20	6.4	A:e						
USGS	11181040	1999-06-21	6.5	A:e						
USGS	11181040	1999-06-22	6.5	A:e						
USGS	11181040	1999-06-23	6.8	A:e						
USGS	11181040	1999-06-24	5.2	A:e						
USGS	11181040	1999-06-25	4.0	A:e						
USGS	11181040	1999-06-26	3.6	A:e						
USGS	11181040	1999-06-27	3.2	A:e						
USGS	11181040	1999-06-28	3.4	A:e						
USGS	11181040	1999-06-29	3.2	A:e						
USGS	11181040	1999-06-30	2.9	A:e						
USGS	11181040	1999-07-01	2.1	A						
USGS	11181040	1999-07-02	2.4	A						
USGS	11181040	1999-07-03	2.9	A						
USGS	11181040	1999-07-04	3.0	A						
USGS	11181040	1999-07-05	2.9	A						
USGS	11181040	1999-07-06	3.0	A						
USGS	11181040	1999-07-07	3.0	A						
USGS	11181040	1999-07-08	2.9	A:e						
USGS	11181040	1999-07-09	2.7	A:e						
USGS	11181040	1999-07-10	2.6	A:e						
USGS	11181040	1999-07-11	2.5	A:e						
USGS	11181040	1999-07-12	2.5	A:e						
USGS	11181040	1999-07-13	3.0	A:e						
USGS	11181040	1999-07-14	3.0	A:e						
USGS	11181040	1999-07-15	3.3	A:e						
USGS	11181040	1999-07-16	3.4	A:e						
USGS	11181040	1999-07-17	3.1	A:e						
USGS	11181040	1999-07-18	2.7	A:e						
USGS	11181040	1999-07-19	2.9	A:e						
USGS	11181040	1999-07-20	2.9	A:e						
USGS	11181040	1999-07-21	2.7	A:e						
USGS	11181040	1999-07-22	2.6	A:e						
USGS	11181040	1999-07-23	2.6	A:e						
USGS	11181040	1999-07-24	2.7	A:e						
USGS	11181040	1999-07-25	2.1	A						
USGS	11181040	1999-07-26	1.9	A						
USGS	11181040	1999-07-27	2.1	A						
USGS	11181040	1999-07-28	2.0	A:e						
USGS	11181040	1999-07-29	1.9	A:e						
USGS	11181040	1999-07-30	1.8	A:e						
USGS	11181040	1999-07-31	1.6	A:e						
USGS	11181040	1999-08-01	1.6	A:e						
USGS	11181040	1999-08-02	2.1	A:e						
USGS	11181040	1999-08-03	2.9	A:e						
USGS	11181040	1999-08-04	3.0	A:e						
USGS	11181040	1999-08-05	4.0	A:e						
USGS	11181040	1999-08-06	8.2	A:e						
USGS	11181040	1999-08-07	3.2	A:e						
USGS	11181040	1999-08-08	2.1	A:e						
USGS	11181040	1999-08-09	2.2	A:e						
USGS	11181040	1999-08-10	2.4	A:e						
USGS	11181040	1999-08-11	2.6	A:e						
USGS	11181040	1999-08-12	2.5	A:e						
USGS	11181040	1999-08-13	2.7	A:e						
USGS	11181040	1999-08-14	2.4	A:e						
USGS	11181040	1999-08-15	1.9	A:e						
USGS	11181040	1999-08-16	2.1	A:e						
USGS	11181040	1999-08-17	2.5	A:e						
USGS	11181040	1999-08-18	2.5	A:e						
USGS	11181040	1999-08-19	2.4	A:e						
USGS	11181040	1999-08-20	2.3	A:e						
USGS	11181040	1999-08-21	2.3	A:e						
USGS	11181040	1999-08-22	2.1	A:e						
USGS	11181040	1999-08-23	2.0	A:e						
USGS	11181040	1999-08-24	2.3	A:e						
USGS	11181040	1999-08-25	2.2	A:e						
USGS	11181040	1999-08-26	2.0	A:e						
USGS	11181040	1999-08-27	2.1	A:e						
USGS	11181040	1999-08-28	1.7	A:e						
USGS	11181040	1999-08-29	2.2	A:e						
USGS	11181040	1999-08-30	2.3	A:e						
USGS	11181040	1999-08-31	1.9	A:e						
USGS	11181040	1999-09-01	1.9	A:e						
USGS	11181040	1999-09-02	1.7	A:e						
USGS	11181040	1999-09-03	1.4	A:e						
USGS	11181040	1999-09-04	1.3	A:e						
USGS	11181040	1999-09-05	1.3	A:e						
USGS	11181040	1999-09-06	1.3	A:e						
USGS	11181040	1999-09-07	1.4	A:e						
USGS	11181040	1999-09-08	1.7	A:e						
USGS	11181040	1999-09-09	2.4	A:e						
USGS	11181040	1999-09-10	1.4	A:e						
USGS	11181040	1999-09-11	1.2	A:e						
USGS	11181040	1999-09-12	1.1	A:e						
USGS	11181040	1999-09-13	1.1	A:e						
USGS	11181040	1999-09-14	1.2	A:e						
USGS	11181040	1999-09-15	1.1	A:e						
USGS	11181040	1999-09-16	1.2	A:e						
USGS	11181040	1999-09-17	1.1	A:e						
USGS	11181040	1999-09-18	0.95	A:e						
USGS	11181040	1999-09-19	0.91	A:e						
USGS	11181040	1999-09-20	1.2	A:e						
USGS	11181040	1999-09-21	1.5	A:e						
USGS	11181040	1999-09-22	8.3	A						
USGS	11181040	1999-09-23	2.9	A						
USGS	11181040	1999-09-24	2.0	A:e						
USGS	11181040	1999-09-25	1.6	A:e						
USGS	11181040	1999-09-26	1.4	A:e						
USGS	11181040	1999-09-27	1.4	A:e						
USGS	11181040	1999-09-28	1.3	A:e						
USGS	11181040	1999-09-29	1.4	A:e						
USGS	11181040	1999-09-30	1.2	A:e						
USGS	11181040	1999-10-01	0.59	A						
USGS	11181040	1999-10-02	1.0	A						
USGS	11181040	1999-10-03	0.72	A						
USGS	11181040	1999-10-04	1.2	A						
USGS	11181040	1999-10-05	1.3	A						
USGS	11181040	1999-10-06	1.5	A						
USGS	11181040	1999-10-07	0.89	A						
USGS	11181040	1999-10-08	0.86	A						
USGS	11181040	1999-10-09	0.74	A						
USGS	11181040	1999-10-10	0.75	A						
USGS	11181040	1999-10-11	0.80	A						
USGS	11181040	1999-10-12	0.68	A						
USGS	11181040	1999-10-13	0.89	A						
USGS	11181040	1999-10-14	0.61	A						
USGS	11181040	1999-10-15	4.0	A						
USGS	11181040	1999-10-16	5.0	A						
USGS	11181040	1999-10-17	4.2	A						
USGS	11181040	1999-10-18	0.92	A						
USGS	11181040	1999-10-19	2.6	A						
USGS	11181040	1999-10-20	5.2	A						
USGS	11181040	1999-10-21	6.2	A						
USGS	11181040	1999-10-22	6.2	A						
USGS	11181040	1999-10-23	6.2	A						
USGS	11181040	1999-10-24	1.2	A						
USGS	11181040	1999-10-25	1.3	A						
USGS	11181040	1999-10-26	1.1	A						
USGS	11181040	1999-10-27	1.5	A						
USGS	11181040	1999-10-28	78	A						
USGS	11181040	1999-10-29	4.2	A						
USGS	11181040	1999-10-30	0.92	A						
USGS	11181040	1999-10-31	0.92	A						
USGS	11181040	1999-11-01	1.1	A						
USGS	11181040	1999-11-02	0.78	A						
USGS	11181040	1999-11-03	0.77	A						
USGS	11181040	1999-11-04	0.86	A						
USGS	11181040	1999-11-05	1.1	A						
USGS	11181040	1999-11-06	1.1	A						
USGS	11181040	1999-11-07	40	A						
USGS	11181040	1999-11-08	128	A						
USGS	11181040	1999-11-09	16	A						
USGS	11181040	1999-11-10	12	A						
USGS	11181040	1999-11-11	7.8	A						
USGS	11181040	1999-11-12	8.4	A						
USGS	11181040	1999-11-13	7.9	A						
USGS	11181040	1999-11-14	8.3	A						
USGS	11181040	1999-11-15	2.0	A						
USGS	11181040	1999-11-16	16	A						
USGS	11181040	1999-11-17	39	A						
USGS	11181040	1999-11-18	12	A						
USGS	11181040	1999-11-19	70	A						
USGS	11181040	1999-11-20	13	A						
USGS	11181040	1999-11-21	3.1	A						
USGS	11181040	1999-11-22	1.7	A						
USGS	11181040	1999-11-23	1.6	A						
USGS	11181040	1999-11-24	2.1	A						
USGS	11181040	1999-11-25	1.2	A						
USGS	11181040	1999-11-26	1.2	A						
USGS	11181040	1999-11-27	1.3	A						
USGS	11181040	1999-11-28	1.2	A						
USGS	11181040	1999-11-29	1.5	A						
USGS	11181040	1999-11-30	10	A						
USGS	11181040	1999-12-01	6.6	A						
USGS	11181040	1999-12-02	7.2	A						
USGS	11181040	1999-12-03	5.6	A:e						
USGS	11181040	1999-12-04	4.8	A:e						
USGS	11181040	1999-12-05	4.9	A:e						
USGS	11181040	1999-12-06	5.0	A:e						
USGS	11181040	1999-12-07	5.0	A:e						
USGS	11181040	1999-12-08	9.0	A:e						
USGS	11181040	1999-12-09	19	A:e						
USGS	11181040	1999-12-10	9.0	A:e						
USGS	11181040	1999-12-11	6.0	A:e						
USGS	11181040	1999-12-12	5.8	A:e						
USGS	11181040	1999-12-13	6.3	A:e						
USGS	11181040	1999-12-14	5.7	A:e						
USGS	11181040	1999-12-15	5.6	A:e						
USGS	11181040	1999-12-16	5.8	A:e						
USGS	11181040	1999-12-17	6.0	A:e						
USGS	11181040	1999-12-18	6.1	A:e						
USGS	11181040	1999-12-19	6.8	A:e						
USGS	11181040	1999-12-20	7.0	A:e						
USGS	11181040	1999-12-21	7.2	A:e						
USGS	11181040	1999-12-22	7.6	A:e						
USGS	11181040	1999-12-23	8.0	A:e						
USGS	11181040	1999-12-24	8.1	A:e						
USGS	11181040	1999-12-25	8.1	A:e						
USGS	11181040	1999-12-26	8.1	A:e						
USGS	11181040	1999-12-27	8.0	A:e						
USGS	11181040	1999-12-28	8.0	A:e						
USGS	11181040	1999-12-29	7.9	A:e						
USGS	11181040	1999-12-30	7.8	A:e						
USGS	11181040	1999-12-31	8.0	A:e						
USGS	11181040	2000-01-01	8.2	A:e						
USGS	11181040	2000-01-02	8.2	A:e						
USGS	11181040	2000-01-03	8.5	A:e						
USGS	11181040	2000-01-04	8.6	A:e						
USGS	11181040	2000-01-05	8.7	A:e						
USGS	11181040	2000-01-06	8.6	A:e						
USGS	11181040	2000-01-07	8.8	A:e						
USGS	11181040	2000-01-08	9.0	A:e						
USGS	11181040	2000-01-09	9.4	A:e						
USGS	11181040	2000-01-10	20	A:e						
USGS	11181040	2000-01-11	31	A:e						
USGS	11181040	2000-01-12	15	A:e						
USGS	11181040	2000-01-13	9.0	A:e						
USGS	11181040	2000-01-14	5.2	A:e						
USGS	11181040	2000-01-15	6.0	A:e						
USGS	11181040	2000-01-16	66	A:e						
USGS	11181040	2000-01-17	12	A:e						
USGS	11181040	2000-01-18	51	A:e						
USGS	11181040	2000-01-19	20	A:e						
USGS	11181040	2000-01-20	9.0	A:e						
USGS	11181040	2000-01-21	10	A:e						
USGS	11181040	2000-01-22	35	A:e						
USGS	11181040	2000-01-23	80	A:e						
USGS	11181040	2000-01-24	350	A:e						
USGS	11181040	2000-01-25	110	A:e						
USGS	11181040	2000-01-26	30	A:e						
USGS	11181040	2000-01-27	21	A:e						
USGS	11181040	2000-01-28	17	A						
USGS	11181040	2000-01-29	23	A						
USGS	11181040	2000-01-30	49	A						
USGS	11181040	2000-01-31	21	A						
USGS	11181040	2000-02-01	15	A						
USGS	11181040	2000-02-02	13	A						
USGS	11181040	2000-02-03	34	A						
USGS	11181040	2000-02-04	16	A						
USGS	11181040	2000-02-05	31	A						
USGS	11181040	2000-02-06	19	A						
USGS	11181040	2000-02-07	17	A						
USGS	11181040	2000-02-08	15	A						
USGS	11181040	2000-02-09	16	A						
USGS	11181040	2000-02-10	77	A						
USGS	11181040	2000-02-11	326	A						
USGS	11181040	2000-02-12	102	A						
USGS	11181040	2000-02-13	1020	A						
USGS	11181040	2000-02-14	1030	A						
USGS	11181040	2000-02-15	103	A						
USGS	11181040	2000-02-16	58	A						
USGS	11181040	2000-02-17	40	A						
USGS	11181040	2000-02-18	30	A						
USGS	11181040	2000-02-19	22	A						
USGS	11181040	2000-02-20	51	A						
USGS	11181040	2000-02-21	27	A						
USGS	11181040	2000-02-22	119	A						
USGS	11181040	2000-02-23	260	A						
USGS	11181040	2000-02-24	39	A						
USGS	11181040	2000-02-25	31	A						
USGS	11181040	2000-02-26	38	A						
USGS	11181040	2000-02-27	238	A						
USGS	11181040	2000-02-28	52	A						
USGS	11181040	2000-02-29	58	A						
USGS	11181040	2000-03-01	34	A						
USGS	11181040	2000-03-02	37	A						
USGS	11181040	2000-03-03	30	A						
USGS	11181040	2000-03-04	57	A						
USGS	11181040	2000-03-05	145	A						
USGS	11181040	2000-03-06	33	A						
USGS	11181040	2000-03-07	37	A						
USGS	11181040	2000-03-08	180	A:e						
USGS	11181040	2000-03-09	157	A						
USGS	11181040	2000-03-10	92	A						
USGS	11181040	2000-03-11	75	A						
USGS	11181040	2000-03-12	63	A						
USGS	11181040	2000-03-13	55	A						
USGS	11181040	2000-03-14	50	A						
USGS	11181040	2000-03-15	45	A						
USGS	11181040	2000-03-16	41	A						
USGS	11181040	2000-03-17	38	A						
USGS	11181040	2000-03-18	35	A						
USGS	11181040	2000-03-19	33	A						
USGS	11181040	2000-03-20	31	A						
USGS	11181040	2000-03-21	29	A						
USGS	11181040	2000-03-22	29	A						
USGS	11181040	2000-03-23	28	A						
USGS	11181040	2000-03-24	27	A						
USGS	11181040	2000-03-25	27	A						
USGS	11181040	2000-03-26	25	A:e						
USGS	11181040	2000-03-27	22	A:e						
USGS	11181040	2000-03-28	21	A:e						
USGS	11181040	2000-03-29	20	A:e						
USGS	11181040	2000-03-30	19	A:e						
USGS	11181040	2000-03-31	18	A:e						
USGS	11181040	2000-04-01	18	A:e						
USGS	11181040	2000-04-02	18	A:e						
USGS	11181040	2000-04-03	19	A:e						
USGS	11181040	2000-04-04	18	A:e						
USGS	11181040	2000-04-05	19	A:e						
USGS	11181040	2000-04-06	18	A:e						
USGS	11181040	2000-04-07	17	A:e						
USGS	11181040	2000-04-08	16	A:e						
USGS	11181040	2000-04-09	15	A:e						
USGS	11181040	2000-04-10	15	A:e						
USGS	11181040	2000-04-11	14	A:e						
USGS	11181040	2000-04-12	33	A						
USGS	11181040	2000-04-13	54	A						
USGS	11181040	2000-04-14	25	A						
USGS	11181040	2000-04-15	25	A						
USGS	11181040	2000-04-16	23	A						
USGS	11181040	2000-04-17	41	A						
USGS	11181040	2000-04-18	26	A						
USGS	11181040	2000-04-19	22	A						
USGS	11181040	2000-04-20	21	A						
USGS	11181040	2000-04-21	20	A						
USGS	11181040	2000-04-22	23	A						
USGS	11181040	2000-04-23	19	A						
USGS	11181040	2000-04-24	18	A						
USGS	11181040	2000-04-25	17	A						
USGS	11181040	2000-04-26	16	A						
USGS	11181040	2000-04-27	16	A						
USGS	11181040	2000-04-28	15	A						
USGS	11181040	2000-04-29	15	A						
USGS	11181040	2000-04-30	14	A						
USGS	11181040	2000-05-01	14	A						
USGS	11181040	2000-05-02	14	A						
USGS	11181040	2000-05-03	13	A						
USGS	11181040	2000-05-04	13	A						
USGS	11181040	2000-05-05	12	A						
USGS	11181040	2000-05-06	12	A						
USGS	11181040	2000-05-07	29	A						
USGS	11181040	2000-05-08	94	A						
USGS	11181040	2000-05-09	11	A						
USGS	11181040	2000-05-10	12	A						
USGS	11181040	2000-05-11	13	A						
USGS	11181040	2000-05-12	14	A						
USGS	11181040	2000-05-13	25	A:e						
USGS	11181040	2000-05-14	44	A:e						
USGS	11181040	2000-05-15	24	A:e						
USGS	11181040	2000-05-16	20	A:e						
USGS	11181040	2000-05-17	17	A:e						
USGS	11181040	2000-05-18	16	A:e						
USGS	11181040	2000-05-19	15	A:e						
USGS	11181040	2000-05-20	14	A:e						
USGS	11181040	2000-05-21	13	A						
USGS	11181040	2000-05-22	13	A						
USGS	11181040	2000-05-23	11	A						
USGS	11181040	2000-05-24	10	A:e						
USGS	11181040	2000-05-25	9.0	A:e						
USGS	11181040	2000-05-26	8.3	A						
USGS	11181040	2000-05-27	8.0	A						
USGS	11181040	2000-05-28	7.9	A						
USGS	11181040	2000-05-29	7.5	A:e						
USGS	11181040	2000-05-30	7.3	A:e						
USGS	11181040	2000-05-31	7.2	A:e						
USGS	11181040	2000-06-01	7.0	A:e						
USGS	11181040	2000-06-02	6.9	A:e						
USGS	11181040	2000-06-03	6.8	A:e						
USGS	11181040	2000-06-04	6.6	A:e						
USGS	11181040	2000-06-05	6.5	A:e						
USGS	11181040	2000-06-06	6.5	A:e						
USGS	11181040	2000-06-07	16	A:e						
USGS	11181040	2000-06-08	10	A:e						
USGS	11181040	2000-06-09	7.5	A:e						
USGS	11181040	2000-06-10	6.0	A:e						
USGS	11181040	2000-06-11	5.2	A:e						
USGS	11181040	2000-06-12	4.8	A:e						
USGS	11181040	2000-06-13	4.0	A:e						
USGS	11181040	2000-06-14	3.4	A:e						
USGS	11181040	2000-06-15	3.1	A:e						
USGS	11181040	2000-06-16	3.2	A:e						
USGS	11181040	2000-06-17	3.6	A:e						
USGS	11181040	2000-06-18	3.5	A:e						
USGS	11181040	2000-06-19	3.3	A:e						
USGS	11181040	2000-06-20	3.0	A:e						
USGS	11181040	2000-06-21	2.9	A:e						
USGS	11181040	2000-06-22	3.0	A:e						
USGS	11181040	2000-06-23	3.1	A:e						
USGS	11181040	2000-06-24	3.4	A:e						
USGS	11181040	2000-06-25	3.2	A:e						
USGS	11181040	2000-06-26	3.0	A:e						
USGS	11181040	2000-06-27	2.8	A:e						
USGS	11181040	2000-06-28	2.6	A:e						
USGS	11181040	2000-06-29	2.7	A:e						
USGS	11181040	2000-06-30	2.8	A:e						
USGS	11181040	2000-07-01	2.8	A:e						
USGS	11181040	2000-07-02	3.0	A:e						
USGS	11181040	2000-07-03	3.1	A:e						
USGS	11181040	2000-07-04	2.9	A:e						
USGS	11181040	2000-07-05	3.3	A:e						
USGS	11181040	2000-07-06	2.5	A:e						
USGS	11181040	2000-07-07	2.0	A:e						
USGS	11181040	2000-07-08	3.0	A:e						
USGS	11181040	2000-07-09	2.6	A:e						
USGS	11181040	2000-07-10	2.5	A:e						
USGS	11181040	2000-07-11	2.4	A:e						
USGS	11181040	2000-07-12	2.4	A:e						
USGS	11181040	2000-07-13	2.3	A:e						
USGS	11181040	2000-07-14	2.4	A:e						
USGS	11181040	2000-07-15	2.4	A:e						
USGS	11181040	2000-07-16	2.5	A:e						
USGS	11181040	2000-07-17	2.5	A:e						
USGS	11181040	2000-07-18	2.6	A:e						
USGS	11181040	2000-07-19	2.6	A:e						
USGS	11181040	2000-07-20	2.5	A:e						
USGS	11181040	2000-07-21	2.5	A:e						
USGS	11181040	2000-07-22	2.4	A:e						
