# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2020-12-28 20:21:16 EST       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 11179000 ALAMEDA C NR NILES CA
# -----------------------------------------------------------------------------------
#
# Data provided for site 11179000
#            TS   parameter     statistic     Description
#          9032       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	9032_00060_00003	9032_00060_00003_cd
USGS	11179000	1999-05-19	46.0	A
USGS	11179000	1999-05-20	45.0	A
USGS	11179000	1999-05-21	43.0	A
USGS	11179000	1999-05-22	43.0	A
USGS	11179000	1999-05-23	44.0	A
USGS	11179000	1999-05-24	40.0	A
USGS	11179000	1999-05-25	34.0	A
USGS	11179000	1999-05-26	30.0	A
USGS	11179000	1999-05-27	29.0	A
USGS	11179000	1999-05-28	31.0	A
USGS	11179000	1999-05-29	32.0	A
USGS	11179000	1999-05-30	35.0	A
USGS	11179000	1999-05-31	37.0	A
USGS	11179000	1999-06-01	36.0	A
USGS	11179000	1999-06-02	29.0	A
USGS	11179000	1999-06-03	34.0	A
USGS	11179000	1999-06-04	32.0	A
USGS	11179000	1999-06-05	35.0	A
USGS	11179000	1999-06-06	38.0	A
USGS	11179000	1999-06-07	35.0	A
USGS	11179000	1999-06-08	31.0	A
USGS	11179000	1999-06-09	35.0	A
USGS	11179000	1999-06-10	35.0	A
USGS	11179000	1999-06-11	34.0	A
USGS	11179000	1999-06-12	37.0	A
USGS	11179000	1999-06-13	40.0	A
USGS	11179000	1999-06-14	36.0	A
USGS	11179000	1999-06-15	32.0	A
USGS	11179000	1999-06-16	26.0	A
USGS	11179000	1999-06-17	25.0	A
USGS	11179000	1999-06-18	34.0	A
USGS	11179000	1999-06-19	39.0	A
USGS	11179000	1999-06-20	46.0	A
USGS	11179000	1999-06-21	50.0	A
USGS	11179000	1999-06-22	45.0	A
USGS	11179000	1999-06-23	40.0	A
USGS	11179000	1999-06-24	44.0	A
USGS	11179000	1999-06-25	45.0	A
USGS	11179000	1999-06-26	46.0	A
USGS	11179000	1999-06-27	49.0	A
USGS	11179000	1999-06-28	48.0	A
USGS	11179000	1999-06-29	41.0	A
USGS	11179000	1999-06-30	47.0	A
USGS	11179000	1999-07-01	44.0	A
USGS	11179000	1999-07-02	48.0	A
USGS	11179000	1999-07-03	44.0	A
USGS	11179000	1999-07-04	47.0	A
USGS	11179000	1999-07-05	44.0	A
USGS	11179000	1999-07-06	42.0	A
USGS	11179000	1999-07-07	50.0	A
USGS	11179000	1999-07-08	42.0	A
USGS	11179000	1999-07-09	42.0	A
USGS	11179000	1999-07-10	44.0	A
USGS	11179000	1999-07-11	45.0	A
USGS	11179000	1999-07-12	41.0	A
USGS	11179000	1999-07-13	41.0	A
USGS	11179000	1999-07-14	39.0	A
USGS	11179000	1999-07-15	45.0	A
USGS	11179000	1999-07-16	43.0	A
USGS	11179000	1999-07-17	45.0	A
USGS	11179000	1999-07-18	46.0	A
USGS	11179000	1999-07-19	47.0	A
USGS	11179000	1999-07-20	47.0	A
USGS	11179000	1999-07-21	48.0	A
USGS	11179000	1999-07-22	49.0	A
USGS	11179000	1999-07-23	54.0	A
USGS	11179000	1999-07-24	54.0	A
USGS	11179000	1999-07-25	57.0	A
USGS	11179000	1999-07-26	56.0	A
USGS	11179000	1999-07-27	55.0	A
USGS	11179000	1999-07-28	52.0	A
USGS	11179000	1999-07-29	49.0	A
USGS	11179000	1999-07-30	49.0	A
USGS	11179000	1999-07-31	52.0	A
USGS	11179000	1999-08-01	54.0	A
USGS	11179000	1999-08-02	49.0	A
USGS	11179000	1999-08-03	55.0	A
USGS	11179000	1999-08-04	56.0	A
USGS	11179000	1999-08-05	57.0	A
USGS	11179000	1999-08-06	75.0	A
USGS	11179000	1999-08-07	60.0	A
USGS	11179000	1999-08-08	59.0	A
USGS	11179000	1999-08-09	57.0	A
USGS	11179000	1999-08-10	57.0	A
USGS	11179000	1999-08-11	57.0	A
USGS	11179000	1999-08-12	55.0	A
USGS	11179000	1999-08-13	52.0	A
USGS	11179000	1999-08-14	53.0	A
USGS	11179000	1999-08-15	55.0	A
USGS	11179000	1999-08-16	55.0	A
USGS	11179000	1999-08-17	56.0	A
USGS	11179000	1999-08-18	56.0	A
USGS	11179000	1999-08-19	55.0	A
USGS	11179000	1999-08-20	56.0	A
USGS	11179000	1999-08-21	55.0	A
USGS	11179000	1999-08-22	54.0	A
USGS	11179000	1999-08-23	55.0	A
USGS	11179000	1999-08-24	47.0	A
USGS	11179000	1999-08-25	43.0	A
USGS	11179000	1999-08-26	41.0	A
USGS	11179000	1999-08-27	42.0	A
USGS	11179000	1999-08-28	44.0	A
USGS	11179000	1999-08-29	48.0	A
USGS	11179000	1999-08-30	48.0	A
USGS	11179000	1999-08-31	47.0	A
USGS	11179000	1999-09-01	46.0	A
USGS	11179000	1999-09-02	46.0	A
USGS	11179000	1999-09-03	47.0	A
USGS	11179000	1999-09-04	49.0	A
USGS	11179000	1999-09-05	47.0	A
USGS	11179000	1999-09-06	44.0	A
USGS	11179000	1999-09-07	42.0	A
USGS	11179000	1999-09-08	42.0	A
USGS	11179000	1999-09-09	77.0	A
USGS	11179000	1999-09-10	57.0	A
USGS	11179000	1999-09-11	50.0	A
USGS	11179000	1999-09-12	45.0	A
USGS	11179000	1999-09-13	43.0	A
USGS	11179000	1999-09-14	42.0	A
USGS	11179000	1999-09-15	40.0	A
USGS	11179000	1999-09-16	45.0	A
USGS	11179000	1999-09-17	33.0	A
USGS	11179000	1999-09-18	20.0	A
USGS	11179000	1999-09-19	21.0	A
USGS	11179000	1999-09-20	20.0	A
USGS	11179000	1999-09-21	21.0	A
USGS	11179000	1999-09-22	28.0	A
USGS	11179000	1999-09-23	31.0	A
USGS	11179000	1999-09-24	20.0	A
USGS	11179000	1999-09-25	22.0	A
USGS	11179000	1999-09-26	37.0	A
USGS	11179000	1999-09-27	49.0	A
USGS	11179000	1999-09-28	55.0	A
USGS	11179000	1999-09-29	46.0	A
USGS	11179000	1999-09-30	43.0	A
USGS	11179000	1999-10-01	43.0	A
USGS	11179000	1999-10-02	47.0	A
USGS	11179000	1999-10-03	46.0	A
USGS	11179000	1999-10-04	47.0	A
USGS	11179000	1999-10-05	43.0	A
USGS	11179000	1999-10-06	43.0	A
USGS	11179000	1999-10-07	41.0	A
USGS	11179000	1999-10-08	41.0	A
USGS	11179000	1999-10-09	42.0	A
USGS	11179000	1999-10-10	41.0	A
USGS	11179000	1999-10-11	40.0	A
USGS	11179000	1999-10-12	41.0	A
USGS	11179000	1999-10-13	41.0	A
USGS	11179000	1999-10-14	35.0	A
USGS	11179000	1999-10-15	40.0	A
USGS	11179000	1999-10-16	42.0	A
USGS	11179000	1999-10-17	41.0	A
USGS	11179000	1999-10-18	41.0	A
USGS	11179000	1999-10-19	42.0	A
USGS	11179000	1999-10-20	41.0	A
USGS	11179000	1999-10-21	40.0	A
USGS	11179000	1999-10-22	42.0	A
USGS	11179000	1999-10-23	43.0	A
USGS	11179000	1999-10-24	44.0	A
USGS	11179000	1999-10-25	43.0	A
USGS	11179000	1999-10-26	44.0	A
USGS	11179000	1999-10-27	48.0	A
USGS	11179000	1999-10-28	101	A
USGS	11179000	1999-10-29	53.0	A
USGS	11179000	1999-10-30	39.0	A
USGS	11179000	1999-10-31	37.0	A
USGS	11179000	1999-11-01	37.0	A
USGS	11179000	1999-11-02	41.0	A
USGS	11179000	1999-11-03	38.0	A
USGS	11179000	1999-11-04	35.0	A
USGS	11179000	1999-11-05	33.0	A
USGS	11179000	1999-11-06	32.0	A
USGS	11179000	1999-11-07	40.0	A
USGS	11179000	1999-11-08	215	A
USGS	11179000	1999-11-09	56.0	A
USGS	11179000	1999-11-10	29.0	A
USGS	11179000	1999-11-11	26.0	A
USGS	11179000	1999-11-12	26.0	A
USGS	11179000	1999-11-13	26.0	A
USGS	11179000	1999-11-14	25.0	A
USGS	11179000	1999-11-15	26.0	A
USGS	11179000	1999-11-16	26.0	A
USGS	11179000	1999-11-17	66.0	A
USGS	11179000	1999-11-18	33.0	A
USGS	11179000	1999-11-19	84.0	A
USGS	11179000	1999-11-20	76.0	A
USGS	11179000	1999-11-21	34.0	A
USGS	11179000	1999-11-22	25.0	A
USGS	11179000	1999-11-23	16.0	A
USGS	11179000	1999-11-24	15.0	A
USGS	11179000	1999-11-25	19.0	A
USGS	11179000	1999-11-26	26.0	A
USGS	11179000	1999-11-27	28.0	A
USGS	11179000	1999-11-28	29.0	A
USGS	11179000	1999-11-29	27.0	A
USGS	11179000	1999-11-30	34.0	A
USGS	11179000	1999-12-01	45.0	A
USGS	11179000	1999-12-02	26.0	A
USGS	11179000	1999-12-03	24.0	A
USGS	11179000	1999-12-04	28.0	A
USGS	11179000	1999-12-05	31.0	A
USGS	11179000	1999-12-06	30.0	A
USGS	11179000	1999-12-07	28.0	A
USGS	11179000	1999-12-08	28.0	A
USGS	11179000	1999-12-09	43.0	A
USGS	11179000	1999-12-10	44.0	A
USGS	11179000	1999-12-11	28.0	A
USGS	11179000	1999-12-12	27.0	A
USGS	11179000	1999-12-13	28.0	A
USGS	11179000	1999-12-14	29.0	A
USGS	11179000	1999-12-15	27.0	A
USGS	11179000	1999-12-16	27.0	A
USGS	11179000	1999-12-17	28.0	A
USGS	11179000	1999-12-18	27.0	A
USGS	11179000	1999-12-19	29.0	A
USGS	11179000	1999-12-20	30.0	A
USGS	11179000	1999-12-21	27.0	A
USGS	11179000	1999-12-22	26.0	A
USGS	11179000	1999-12-23	25.0	A
USGS	11179000	1999-12-24	26.0	A
USGS	11179000	1999-12-25	26.0	A
USGS	11179000	1999-12-26	26.0	A
USGS	11179000	1999-12-27	27.0	A
USGS	11179000	1999-12-28	25.0	A
USGS	11179000	1999-12-29	20.0	A
USGS	11179000	1999-12-30	16.0	A
USGS	11179000	1999-12-31	15.0	A
USGS	11179000	2000-01-01	14.0	A
USGS	11179000	2000-01-02	15.0	A
USGS	11179000	2000-01-03	15.0	A
USGS	11179000	2000-01-04	21.0	A
USGS	11179000	2000-01-05	25.0	A
USGS	11179000	2000-01-06	21.0	A
USGS	11179000	2000-01-07	19.0	A
USGS	11179000	2000-01-08	19.0	A
USGS	11179000	2000-01-09	23.0	A
USGS	11179000	2000-01-10	23.0	A
USGS	11179000	2000-01-11	93.0	A
USGS	11179000	2000-01-12	103	A
USGS	11179000	2000-01-13	33.0	A
USGS	11179000	2000-01-14	28.0	A
USGS	11179000	2000-01-15	29.0	A
USGS	11179000	2000-01-16	278	A
USGS	11179000	2000-01-17	58.0	A
USGS	11179000	2000-01-18	361	A
USGS	11179000	2000-01-19	89.0	A
USGS	11179000	2000-01-20	58.0	A
USGS	11179000	2000-01-21	37.0	A
USGS	11179000	2000-01-22	42.0	A
USGS	11179000	2000-01-23	361	A
USGS	11179000	2000-01-24	1900	A
USGS	11179000	2000-01-25	927	A
USGS	11179000	2000-01-26	165	A
USGS	11179000	2000-01-27	86.0	A
USGS	11179000	2000-01-28	64.0	A
USGS	11179000	2000-01-29	53.0	A
USGS	11179000	2000-01-30	85.0	A
USGS	11179000	2000-01-31	67.0	A
USGS	11179000	2000-02-01	51.0	A
USGS	11179000	2000-02-02	46.0	A
USGS	11179000	2000-02-03	79.0	A
USGS	11179000	2000-02-04	83.0	A
USGS	11179000	2000-02-05	56.0	A
USGS	11179000	2000-02-06	55.0	A
USGS	11179000	2000-02-07	47.0	A
USGS	11179000	2000-02-08	46.0	A
USGS	11179000	2000-02-09	43.0	A
USGS	11179000	2000-02-10	85.0	A
USGS	11179000	2000-02-11	336	A
USGS	11179000	2000-02-12	1020	A
USGS	11179000	2000-02-13	1610	A
USGS	11179000	2000-02-14	3350	A
USGS	11179000	2000-02-15	642	A
USGS	11179000	2000-02-16	287	A
USGS	11179000	2000-02-17	258	A
USGS	11179000	2000-02-18	174	A
USGS	11179000	2000-02-19	143	A
USGS	11179000	2000-02-20	143	A
USGS	11179000	2000-02-21	176	A
USGS	11179000	2000-02-22	191	A
USGS	11179000	2000-02-23	2400	A
USGS	11179000	2000-02-24	613	A
USGS	11179000	2000-02-25	582	A
USGS	11179000	2000-02-26	366	A
USGS	11179000	2000-02-27	1560	A
USGS	11179000	2000-02-28	1680	A
USGS	11179000	2000-02-29	1460	A
USGS	11179000	2000-03-01	969	A
USGS	11179000	2000-03-02	729	A
USGS	11179000	2000-03-03	582	A
USGS	11179000	2000-03-04	444	A
USGS	11179000	2000-03-05	1350	A
USGS	11179000	2000-03-06	978	A
USGS	11179000	2000-03-07	771	A
USGS	11179000	2000-03-08	1240	A
USGS	11179000	2000-03-09	1480	A
USGS	11179000	2000-03-10	1030	A
USGS	11179000	2000-03-11	801	A
USGS	11179000	2000-03-12	640	A
USGS	11179000	2000-03-13	510	A
USGS	11179000	2000-03-14	406	A
USGS	11179000	2000-03-15	336	A
USGS	11179000	2000-03-16	292	A
USGS	11179000	2000-03-17	245	A
USGS	11179000	2000-03-18	205	A
USGS	11179000	2000-03-19	180	A
USGS	11179000	2000-03-20	162	A
USGS	11179000	2000-03-21	156	A
USGS	11179000	2000-03-22	135	A
USGS	11179000	2000-03-23	118	A
USGS	11179000	2000-03-24	111	A
USGS	11179000	2000-03-25	104	A
USGS	11179000	2000-03-26	100	A
USGS	11179000	2000-03-27	96.0	A
USGS	11179000	2000-03-28	93.0	A
USGS	11179000	2000-03-29	90.0	A
USGS	11179000	2000-03-30	87.0	A
USGS	11179000	2000-03-31	83.0	A
USGS	11179000	2000-04-01	79.0	A
USGS	11179000	2000-04-02	78.0	A
USGS	11179000	2000-04-03	74.0	A
USGS	11179000	2000-04-04	72.0	A
USGS	11179000	2000-04-05	73.0	A
USGS	11179000	2000-04-06	72.0	A
USGS	11179000	2000-04-07	70.0	A
USGS	11179000	2000-04-08	70.0	A
USGS	11179000	2000-04-09	68.0	A
USGS	11179000	2000-04-10	65.0	A
USGS	11179000	2000-04-11	65.0	A
USGS	11179000	2000-04-12	63.0	A
USGS	11179000	2000-04-13	149	A
USGS	11179000	2000-04-14	73.0	A
USGS	11179000	2000-04-15	69.0	A
USGS	11179000	2000-04-16	70.0	A
USGS	11179000	2000-04-17	140	A
USGS	11179000	2000-04-18	146	A
USGS	11179000	2000-04-19	73.0	A
USGS	11179000	2000-04-20	66.0	A
USGS	11179000	2000-04-21	61.0	A
USGS	11179000	2000-04-22	62.0	A
USGS	11179000	2000-04-23	62.0	A
USGS	11179000	2000-04-24	58.0	A
USGS	11179000	2000-04-25	57.0	A
USGS	11179000	2000-04-26	58.0	A
USGS	11179000	2000-04-27	49.0	A
USGS	11179000	2000-04-28	50.0	A
USGS	11179000	2000-04-29	54.0	A
USGS	11179000	2000-04-30	58.0	A
USGS	11179000	2000-05-01	57.0	A
USGS	11179000	2000-05-02	53.0	A
USGS	11179000	2000-05-03	49.0	A
USGS	11179000	2000-05-04	38.0	A
USGS	11179000	2000-05-05	38.0	A
USGS	11179000	2000-05-06	42.0	A
USGS	11179000	2000-05-07	67.0	A
USGS	11179000	2000-05-08	109	A
USGS	11179000	2000-05-09	55.0	A
USGS	11179000	2000-05-10	42.0	A
USGS	11179000	2000-05-11	43.0	A
USGS	11179000	2000-05-12	39.0	A
USGS	11179000	2000-05-13	43.0	A
USGS	11179000	2000-05-14	50.0	A
USGS	11179000	2000-05-15	89.0	A
USGS	11179000	2000-05-16	75.0	A
USGS	11179000	2000-05-17	52.0	A
USGS	11179000	2000-05-18	43.0	A
USGS	11179000	2000-05-19	34.0	A
USGS	11179000	2000-05-20	33.0	A
USGS	11179000	2000-05-21	35.0	A
USGS	11179000	2000-05-22	33.0	A
USGS	11179000	2000-05-23	28.0	A
USGS	11179000	2000-05-24	32.0	A
USGS	11179000	2000-05-25	32.0	A
USGS	11179000	2000-05-26	33.0	A
USGS	11179000	2000-05-27	37.0	A
USGS	11179000	2000-05-28	38.0	A
USGS	11179000	2000-05-29	38.0	A
USGS	11179000	2000-05-30	34.0	A
USGS	11179000	2000-05-31	28.0	A
USGS	11179000	2000-06-01	26.0	A
USGS	11179000	2000-06-02	25.0	A
USGS	11179000	2000-06-03	26.0	A
USGS	11179000	2000-06-04	31.0	A
USGS	11179000	2000-06-05	32.0	A
USGS	11179000	2000-06-06	33.0	A:e
USGS	11179000	2000-06-07	32.0	A:e
USGS	11179000	2000-06-08	53.0	A
USGS	11179000	2000-06-09	32.0	A
USGS	11179000	2000-06-10	23.0	A
USGS	11179000	2000-06-11	22.0	A
USGS	11179000	2000-06-12	19.0	A
USGS	11179000	2000-06-13	19.0	A
USGS	11179000	2000-06-14	24.0	A:e
USGS	11179000	2000-06-15	20.0	A:e
USGS	11179000	2000-06-16	21.0	A:e
USGS	11179000	2000-06-17	22.0	A:e
USGS	11179000	2000-06-18	28.0	A:e
USGS	11179000	2000-06-19	28.0	A:e
USGS	11179000	2000-06-20	29.0	A:e
USGS	11179000	2000-06-21	26.0	A:e
USGS	11179000	2000-06-22	24.0	A:e
USGS	11179000	2000-06-23	24.0	A
USGS	11179000	2000-06-24	28.0	A
USGS	11179000	2000-06-25	25.0	A
USGS	11179000	2000-06-26	24.0	A
USGS	11179000	2000-06-27	22.0	A
USGS	11179000	2000-06-28	17.0	A
USGS	11179000	2000-06-29	21.0	A
USGS	11179000	2000-06-30	28.0	A
USGS	11179000	2000-07-01	33.0	A
USGS	11179000	2000-07-02	35.0	A
USGS	11179000	2000-07-03	36.0	A
USGS	11179000	2000-07-04	36.0	A
USGS	11179000	2000-07-05	33.0	A
USGS	11179000	2000-07-06	20.0	A
USGS	11179000	2000-07-07	19.0	A
USGS	11179000	2000-07-08	18.0	A
USGS	11179000	2000-07-09	20.0	A
USGS	11179000	2000-07-10	19.0	A
USGS	11179000	2000-07-11	18.0	A
USGS	11179000	2000-07-12	29.0	A
USGS	11179000	2000-07-13	30.0	A
USGS	11179000	2000-07-14	30.0	A
USGS	11179000	2000-07-15	15.0	A
USGS	11179000	2000-07-16	17.0	A
USGS	11179000	2000-07-17	19.0	A
USGS	11179000	2000-07-18	21.0	A
USGS	11179000	2000-07-19	30.0	A
USGS	11179000	2000-07-20	29.0	A
USGS	11179000	2000-07-21	28.0	A
USGS	11179000	2000-07-22	29.0	A
USGS	11179000	2000-07-23	31.0	A
USGS	11179000	2000-07-24	31.0	A
USGS	11179000	2000-07-25	29.0	A
USGS	11179000	2000-07-26	28.0	A
USGS	11179000	2000-07-27	29.0	A
USGS	11179000	2000-07-28	31.0	A
USGS	11179000	2000-07-29	31.0	A
USGS	11179000	2000-07-30	33.0	A
USGS	11179000	2000-07-31	32.0	A
USGS	11179000	2000-08-01	29.0	A
USGS	11179000	2000-08-02	30.0	A
USGS	11179000	2000-08-03	29.0	A
USGS	11179000	2000-08-04	29.0	A
USGS	11179000	2000-08-05	30.0	A
USGS	11179000	2000-08-06	29.0	A
USGS	11179000	2000-08-07	29.0	A
USGS	11179000	2000-08-08	29.0	A
USGS	11179000	2000-08-09	30.0	A
USGS	11179000	2000-08-10	29.0	A
USGS	11179000	2000-08-11	29.0	A
USGS	11179000	2000-08-12	31.0	A
USGS	11179000	2000-08-13	30.0	A
USGS	11179000	2000-08-14	27.0	A
USGS	11179000	2000-08-15	24.0	A
USGS	11179000	2000-08-16	24.0	A
USGS	11179000	2000-08-17	29.0	A
USGS	11179000	2000-08-18	25.0	A
USGS	11179000	2000-08-19	27.0	A
USGS	11179000	2000-08-20	28.0	A
USGS	11179000	2000-08-21	29.0	A
USGS	11179000	2000-08-22	30.0	A
USGS	11179000	2000-08-23	34.0	A
USGS	11179000	2000-08-24	33.0	A
USGS	11179000	2000-08-25	32.0	A
USGS	11179000	2000-08-26	35.0	A
USGS	11179000	2000-08-27	34.0	A
USGS	11179000	2000-08-28	21.0	A
USGS	11179000	2000-08-29	15.0	A
USGS	11179000	2000-08-30	31.0	A
USGS	11179000	2000-08-31	31.0	A
USGS	11179000	2000-09-01	33.0	A
USGS	11179000	2000-09-02	48.0	A
USGS	11179000	2000-09-03	38.0	A
USGS	11179000	2000-09-04	35.0	A
USGS	11179000	2000-09-05	33.0	A
USGS	11179000	2000-09-06	24.0	A
USGS	11179000	2000-09-07	18.0	A
USGS	11179000	2000-09-08	17.0	A
USGS	11179000	2000-09-09	16.0	A
USGS	11179000	2000-09-10	17.0	A
USGS	11179000	2000-09-11	18.0	A
USGS	11179000	2000-09-12	17.0	A
USGS	11179000	2000-09-13	15.0	A
USGS	11179000	2000-09-14	15.0	A
USGS	11179000	2000-09-15	18.0	A
USGS	11179000	2000-09-16	40.0	A
USGS	11179000	2000-09-17	40.0	A
USGS	11179000	2000-09-18	39.0	A
